Animal Id,Animal Type,Source Id,Council District,Intake Type,Intake Total,Staff Id,Intake Date,Intake Condition,Outcome Type,Outcome Date,Outcome Condition,Chip Status,Animal Origin,Month,Year
A1113196,DOG,P9991574,4,STRAY,1,JCB1574,01/18/2021,FATAL,EUTHANIZED,01/18/2021,FATAL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1113680,DOG,P0947814,9,OWNER SURRENDER,1,MCB1749,01/27/2021,APP WNL,ADOPTION,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113141,CAT,P0876347,,FOSTER,1,JCZ,01/29/2021,APP SICK,ADOPTION,01/29/2021,APP SICK,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1122407,CAT,P9998452,5,STRAY,1,SME8452,06/09/2021,APP SICK,FOSTER,06/10/2021,UNDERAGE,SCAN NO CHIP,FIELD,JUN.2021,FY2021
A1112339,DOG,P0945439,,STRAY,1,WEB,12/29/2020,NORMAL,LOST EXP,01/29/2021,,,,DEC.2020,FY2021
A1112444,DOG,P9998452,5,STRAY,1,SME8452,01/01/2021,APP SICK,EUTHANIZED,01/01/2021,APP SICK,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1111232,CAT,P0943439,,STRAY,1,WEB,11/23/2020,NORMAL,LOST EXP,01/01/2021,,,,NOV.2020,FY2021
A1106570,DOG,P0728677,,TREATMENT,1,SVD,01/18/2021,APP WNL,TREATMENT,01/18/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1112408,DOG,P0945565,11,OWNER SURRENDER,1,KCB8445,12/31/2020,APP WNL,TRANSFER,01/01/2021,APP SICK,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1114858,DOG,P0946091,8,STRAY,1,BMC1749,02/19/2021,APP INJ,TRANSFER,02/23/2021,APP INJ,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1114490,DOG,P0949712,6,TREATMENT,1,OET,03/24/2021,APP WNL,TREATMENT,03/24/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1112378,DOG,P0945517,10,OWNER SURRENDER,1,SCB1704,12/30/2020,APP WNL,ADOPTION,01/01/2021,APP WNL,SCAN CHIP,FIELD,DEC.2020,FY2021
A1068274,DOG,P9991710,2,STRAY,1,CVB1710,01/01/2021,APP WNL,RETURNED TO OWNER,01/01/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1120089,DOG,P0639953,3,STRAY,1,SDW,05/13/2021,APP WNL,ADOPTION,05/27/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1112469,WILDLIFE,P9991768,2,WILDLIFE,1,ERB1768,01/01/2021,APP INJ,EUTHANIZED,01/01/2021,APP INJ,WILDLIFE - UNABLE TO SCAN,FIELD,JAN.2021,FY2021
A1103994,DOG,P9998445,2,STRAY,1,KCB8445,01/01/2021,APP WNL,RETURNED TO OWNER,01/01/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1113789,DOG,P0947962,4,STRAY,1,BMC1749,01/29/2021,APP WNL,RETURNED TO OWNER,01/29/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1112441,DOG,P9998445,2,STRAY,1,KCB8445,01/01/2021,APP WNL,RETURNED TO OWNER,01/01/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1114407,DOG,P9991195,5,STRAY,1,JOB1195,02/10/2021,APP SICK,TRANSFER,02/10/2021,APP SICK,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1111951,DOG,P0944709,10,STRAY,1,ERB1768,12/19/2020,APP WNL,ADOPTION,01/01/2021,APP WNL,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1114920,DOG,P0949894,,STRAY,1,WEB,02/20/2021,NORMAL,LOST EXP,03/24/2021,,,,FEB.2021,FY2021
A1111929,DOG,P0944668,,STRAY,1,WEB,12/18/2020,NORMAL,FOUND EXP,01/18/2021,,,,DEC.2020,FY2021
A1112448,DOG,P9991710,2,STRAY,1,CVB1710,01/01/2021,APP WNL,RETURNED TO OWNER,01/01/2021,APP WNL,UNABLE TO SCAN,FIELD,JAN.2021,FY2021
A1115467,CAT,P0930596,6,TREATMENT,1,OET,03/22/2021,APP WNL,TREATMENT,03/23/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1112454,DOG,P9991765,7,STRAY,1,RKB1765,01/01/2021,APP WNL,RETURNED TO OWNER,01/01/2021,APP WNL,UNABLE TO SCAN,FIELD,JAN.2021,FY2021
A1112936,CAT,P0946593,7,OWNER SURRENDER,1,JOB1195,01/12/2021,APP INJ,ADOPTION,01/18/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1121178,DOG,P0958686,8,STRAY,1,BCB8460,05/25/2021,APP INJ,ADOPTION,05/27/2021,APP WNL,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1112593,DOG,P0945949,4,STRAY,1,AKB1780,01/04/2021,APP INJ,TRANSFER,01/18/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1072426,DOG,P0947911,4,OWNER SURRENDER,1,AMB8451,01/28/2021,CRITICAL,DIED,01/29/2021,APP INJ,SCAN CHIP,FIELD,JAN.2021,FY2021
A1111546,DOG,P0944456,,FOSTER,1,JCZ,01/01/2021,APP WNL,ADOPTION,01/01/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1114336,DOG,P0948530,7,STRAY,1,BCB,02/09/2021,APP WNL,ADOPTION,02/10/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1112884,DOG,P0946506,7,STRAY,1,SCB1704,01/11/2021,APP WNL,FOSTER,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113072,DOG,P0946816,,OWNER SURRENDER,1,SDW,01/15/2021,APP INJ,RETURNED TO OWNER,01/18/2021,APP INJ,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113281,DOG,P0947156,6,STRAY,1,VJD1770,01/19/2021,APP WNL,TRANSFER,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1115052,DOG,P0949684,14,CONFISCATED,1,AKB1780,02/23/2021,APP INJ,RETURNED TO OWNER,02/24/2021,APP INJ,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1112830,DOG,P0946424,,STRAY,1,WEB,01/09/2021,NORMAL,FOUND EXP,02/10/2021,,,,JAN.2021,FY2021
A1112210,DOG,P0945211,13,STRAY,1,KCB8445,12/26/2020,APP WNL,TRANSFER,01/01/2021,APP SICK,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1112450,CAT,P0945660,1,STRAY,1,SDW,01/01/2021,DECEASED,DISPOSAL,01/01/2021,DECEASED,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1115866,DOG,P9991710,1,STRAY,1,CVB1710,03/10/2021,APP WNL,RETURNED TO OWNER,03/10/2021,APP WNL,UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1113753,WILDLIFE,P0731184,1,WILDLIFE,1,TJP8456,01/29/2021,APP SICK,EUTHANIZED,01/29/2021,APP SICK,WILDLIFE - UNABLE TO SCAN,FIELD,JAN.2021,FY2021
A1112846,DOG,P0946451,,STRAY,1,WEB,11/16/2020,NORMAL,LOST EXP,02/10/2021,,,,NOV.2020,FY2021
A1111239,DOG,P0943443,,STRAY,1,WEB,12/01/2020,NORMAL,FOUND EXP,01/01/2021,,,,DEC.2020,FY2021
A1115768,DOG,P0951047,4,STRAY,1,RVB1213,03/08/2021,APP WNL,ADOPTION,03/10/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1114239,DOG,P9991213,2,STRAY,1,RVB1213,02/07/2021,APP INJ,TRANSFER,02/10/2021,APP INJ,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1113474,DOG,P0947516,,STRAY,1,WEB,01/20/2021,NORMAL,FOUND EXP,02/23/2021,,,,JAN.2021,FY2021
A1108046,DOG,P0939566,,FOSTER,1,JCZ,01/01/2021,APP SICK,ADOPTION,01/01/2021,APP SICK,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1111985,DOG,P0944785,,STRAY,1,WEB,12/18/2020,NORMAL,LOST EXP,01/20/2021,,,,DEC.2020,FY2021
A1113258,DOG,P0947126,1,OWNER SURRENDER,1,DAA1761,01/19/2021,APP WNL,TRANSFER,01/20/2021,UNDERAGE,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112037,CAT,P0944764,10,OWNER SURRENDER,1,DBB1715,12/21/2020,APP WNL,ADOPTION,01/01/2021,APP WNL,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1114115,DOG,P0906954,,FOSTER,1,CDM,03/20/2021,APP SICK,TRANSFER,03/24/2021,UNDERAGE,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1114950,DOG,P0949937,13,STRAY,1,LCG8458,02/21/2021,APP WNL,RETURNED TO OWNER,02/23/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1129903,CAT,P0971079,14,STRAY,1,EAB,09/21/2021,APP WNL,TRANSFER,09/23/2021,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,SEP.2021,FY2021
A1113166,CAT,P0946965,,OWNER SURRENDER,1,DAL,01/17/2021,APP WNL,ADOPTION,01/20/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113218,DOG,P0947012,1,STRAY,1,SCB1576,01/18/2021,APP WNL,ADOPTION,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113811,DOG,P9991710,8,STRAY,1,CVB1710,01/30/2021,APP WNL,RETURNED TO OWNER,02/02/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1112505,DOG,P0945762,,STRAY,1,WEB,12/31/2020,NORMAL,LOST EXP,02/02/2021,,,,DEC.2020,FY2021
A1113774,DOG,P9998452,14,STRAY,1,SME8452,01/29/2021,APP WNL,ADOPTION,02/02/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1116616,DOG,P0952435,,OWNER SURRENDER,1,AAF,03/23/2021,APP WNL,ADOPTION,03/24/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1112316,DOG,P0945399,,OWNER SURRENDER,1,DAL,12/29/2020,APP WNL,TRANSFER,01/01/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2020,FY2021
A1112165,CAT,P0945116,2,STRAY,1,KCB8445,12/24/2020,APP WNL,ADOPTION,01/01/2021,APP WNL,SCAN CHIP,FIELD,DEC.2020,FY2021
A1092509,DOG,P0946971,,OWNER SURRENDER,1,JLC,01/17/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113243,DOG,P0947099,3,DISPOS REQ,1,ADH,01/19/2021,DECEASED,DISPOSAL,01/19/2021,DECEASED,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1114230,DOG,P0948622,7,STRAY,1,ERB1768,02/06/2021,APP WNL,ADOPTION,02/10/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1112831,DOG,P0946425,,STRAY,1,WEB,01/09/2021,NORMAL,LOST EXP,02/10/2021,,,,JAN.2021,FY2021
A1114814,DOG,P0949736,14,STRAY,1,ERB1768,02/18/2021,APP WNL,ADOPTION,02/23/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1114526,DOG,P0949156,1,KEEPSAFE,1,TJP8456,02/12/2021,APP WNL,RETURNED TO OWNER,02/23/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1113550,DOG,P9991704,9,STRAY,1,SCB1704,01/25/2021,APP WNL,TRANSFER,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1099278,DOG,P0936423,,OWNER SURRENDER,1,DAL,12/29/2020,APP WNL,TRANSFER,01/01/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2020,FY2021
A1113271,DOG,P0643472,,OWNER SURRENDER,1,DAL,01/19/2021,APP SICK,EUTHANIZED,01/19/2021,FATAL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1116798,CAT,P0952682,2,STRAY,1,AMB8451,03/25/2021,APP WNL,FOSTER,03/26/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1112213,DOG,P0945215,,OWNER SURRENDER,1,IFM,12/26/2020,APP WNL,TRANSFER,01/01/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2020,FY2021
A1112078,CAT,P0944948,9,STRAY,1,BTB1210,12/22/2020,APP SICK,FOSTER,12/23/2020,APP SICK,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1114498,DOG,P0909166,6,TREATMENT,1,NGD,05/27/2021,APP WNL,TREATMENT,05/27/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1120153,CAT,P0008542,,OWNER SURRENDER,1,JJV,05/14/2021,APP WNL,FOSTER,05/15/2021,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1111564,CAT,P0918696,6,TREATMENT,1,JQS,12/28/2020,APP SICK,TREATMENT,12/30/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2020,FY2021
A1118857,CAT,P0955782,,STRAY,1,WEB,04/26/2021,NORMAL,LOST EXP,05/27/2021,,,,APR.2021,FY2021
A1040880,DOG,P0848535,4,STRAY,1,VLS8465,04/26/2021,APP WNL,RETURNED TO OWNER,04/26/2021,APP WNL,SCAN CHIP,FIELD,APR.2021,FY2021
A1112688,DOG,P0945494,7,STRAY,1,KCB8445,01/07/2021,APP WNL,TRANSFER,01/08/2021,UNDERAGE,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1114397,DOG,P0948870,1,STRAY,1,MLM1701,02/10/2021,APP WNL,RETURNED TO OWNER,02/10/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1112702,DOG,P0946357,6,TREATMENT,1,OET,04/25/2021,APP WNL,TREATMENT,04/26/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1112367,DOG,P0945494,7,STRAY,1,KCB8445,12/30/2020,APP WNL,TRANSFER,01/08/2021,UNDERAGE,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1112731,DOG,P0842199,1,STRAY,1,ROB1772,01/07/2021,APP WNL,TRANSFER,01/08/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113554,DOG,P9991761,7,CONFISCATED,1,DAA1761,01/25/2021,APP WNL,TRANSFER,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112763,CAT,P0946282,13,STRAY,1,KCB8445,01/08/2021,CRITICAL,EUTHANIZED,01/08/2021,CRITICAL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1111366,DOG,P0883585,,FOSTER,1,MJR,01/19/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113568,DOG,P9991780,7,STRAY,1,AKB1780,01/25/2021,APP WNL,ADOPTION,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112338,DOG,P0945438,,STRAY,1,WEB,12/29/2020,NORMAL,LOST EXP,01/29/2021,,,,DEC.2020,FY2021
A1112298,CAT,P9998452,8,CONFISCATED,1,SME8452,01/01/2021,APP WNL,EUTHANIZED,01/08/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112741,DOG,P9991721,4,STRAY,1,MWG1718,01/08/2021,APP WNL,RETURNED TO OWNER,01/08/2021,APP WNL,UNABLE TO SCAN,AGGOPS,JAN.2021,FY2021
A1113681,DOG,P0947814,9,OWNER SURRENDER,1,MCB1749,01/27/2021,APP WNL,ADOPTION,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112517,DOG,P0945792,3,STRAY,1,RKB1765,01/02/2021,APP WNL,FOSTER,01/08/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1112457,DOG,P0945668,,OWNER SURRENDER,1,SDW,01/01/2021,APP WNL,ADOPTION,01/08/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113097,DOG,P0946843,4,STRAY,1,SDW,01/15/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1112518,DOG,P0945792,3,STRAY,1,RKB1765,01/02/2021,APP WNL,TRANSFER,01/08/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1115623,DOG,P9991710,1,STRAY,1,CVB1710,03/10/2021,APP WNL,ADOPTION,03/24/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1112572,DOG,P9991579,8,STRAY,1,ASB1579,01/04/2021,APP WNL,ADOPTION,01/08/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1115689,DOG,P0950932,3,OWNER SURRENDER,1,AMB8451,03/06/2021,APP WNL,ADOPTION,04/09/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1112782,DOG,P0946322,3,STRAY,1,RKB1765,01/08/2021,APP WNL,RETURNED TO OWNER,01/08/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113081,CAT,P0561898,,OWNER SURRENDER,1,IFM,01/15/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1114231,DOG,P0948622,7,STRAY,1,ERB1768,02/06/2021,APP WNL,ADOPTION,02/10/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1113282,CAT,P0947105,4,STRAY,1,ATB1754,01/19/2021,CRITICAL,EUTHANIZED,01/19/2021,CRITICAL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113124,DOG,P9991718,5,STRAY,1,MWG1718,01/16/2021,APP WNL,RETURNED TO OWNER,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112824,DOG,P0946418,,STRAY,1,WEB,01/10/2021,NORMAL,FOUND EXP,02/10/2021,,,,JAN.2021,FY2021
A1114254,DOG,P0948740,,STRAY,1,WEB,02/07/2021,NORMAL,LOST EXP,03/10/2021,,,,FEB.2021,FY2021
A1112692,DOG,P0945494,7,STRAY,1,KCB8445,01/07/2021,APP WNL,TRANSFER,01/08/2021,UNDERAGE,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113458,CAT,P0947489,,STRAY,1,WEB,01/06/2021,NORMAL,LOST EXP,02/23/2021,,,,JAN.2021,FY2021
A1115530,DOG,P9998452,7,STRAY,1,SME8452,03/04/2021,APP INJ,ADOPTION,03/24/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1112691,DOG,P0945494,7,STRAY,1,KCB8445,01/07/2021,APP WNL,TRANSFER,01/08/2021,UNDERAGE,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112656,CAT,P0923494,1,OWNER SURRENDER,1,BBB1784,01/06/2021,APP WNL,ADOPTION,01/08/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112483,DOG,P0945718,8,OWNER SURRENDER,1,TJP8456,01/02/2021,CRITICAL,EUTHANIZED,01/02/2021,CRITICAL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112253,DOG,P0945257,2,KEEPSAFE,1,JRM1702,12/27/2020,APP WNL,TRANSFER,01/19/2021,APP INJ,SCAN CHIP,FIELD,DEC.2020,FY2021
A0986856,DOG,P0946169,4,STRAY,1,ODB1712,01/07/2021,APP WNL,RETURNED TO OWNER,01/07/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1112424,DOG,P0945605,6,STRAY,1,ROB1772,12/31/2020,APP WNL,TRANSFER,01/08/2021,APP WNL,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1050876,CAT,P0946909,,OWNER SURRENDER,1,JJV,01/16/2021,APP WNL,RETURNED TO OWNER,01/19/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1114191,DOG,P9991710,4,STRAY,1,CVB1710,02/06/2021,APP WNL,RETURNED TO OWNER,02/06/2021,APP WNL,SCAN CHIP,FIELD,FEB.2021,FY2021
A1114047,DOG,P0948459,,OWNER SURRENDER,1,JJV,02/04/2021,APP WNL,ADOPTION,02/05/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1115044,DOG,P9991776,2,CONFISCATED,1,MRY1776,02/23/2021,CRITICAL,TRANSFER,02/23/2021,CRITICAL,SCAN CHIP,FIELD,FEB.2021,FY2021
A1113784,DOG,P0947962,4,STRAY,1,BMC1749,01/29/2021,APP WNL,RETURNED TO OWNER,01/29/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1111783,DOG,P0944456,3,TREATMENT,1,LJL,01/05/2021,APP SICK,TREATMENT,01/07/2021,,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1111488,DOG,P0943874,,STRAY,1,WEB,12/08/2020,NORMAL,FOUND EXP,01/08/2021,,,,DEC.2020,FY2021
A1112397,DOG,P0945527,4,STRAY,1,MCB1749,12/30/2020,APP WNL,TRANSFER,01/08/2021,APP WNL,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1113606,DOG,P0888653,,OWNER SURRENDER,1,JLC,01/26/2021,APP WNL,ADOPTION,01/29/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113699,DOG,P9991710,5,STRAY,1,CVB1710,01/28/2021,APP WNL,RETURNED TO OWNER,01/29/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1115865,DOG,P9991710,1,STRAY,1,CVB1710,03/10/2021,APP WNL,RETURNED TO OWNER,03/10/2021,APP WNL,UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1112743,DOG,P9991721,4,STRAY,1,MWG1718,01/08/2021,APP WNL,RETURNED TO OWNER,01/08/2021,APP WNL,UNABLE TO SCAN,AGGOPS,JAN.2021,FY2021
A1112662,DOG,P0946116,4,STRAY,1,ROB1772,01/06/2021,APP WNL,ADOPTION,01/08/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A0780092,DOG,P0634355,4,OWNER SURRENDER,1,TJP8456,01/08/2021,APP INJ,EUTHANIZED,01/08/2021,CRITICAL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1113254,DOG,P0947126,1,OWNER SURRENDER,1,DAA1761,01/19/2021,APP WNL,TRANSFER,01/20/2021,UNDERAGE,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1118730,DOG,P9998462,4,STRAY,1,AVB8462,04/24/2021,APP WNL,ADOPTION,04/26/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1112694,DOG,P0945494,7,STRAY,1,KCB8445,01/07/2021,APP WNL,MISSING,01/08/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1118023,CAT,P0892107,4,STRAY,1,JCB1574,04/14/2021,APP WNL,TRANSFER,04/26/2021,UNDERAGE,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1112713,DOG,P0946248,,OWNER SURRENDER,1,BBW,01/12/2021,APP WNL,ADOPTION,01/20/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113310,DOG,P9991780,5,STRAY,1,AKB1780,01/20/2021,APP WNL,RETURNED TO OWNER,01/20/2021,APP WNL,UNABLE TO SCAN,FIELD,JAN.2021,FY2021
A1112745,DOG,P9991721,4,STRAY,1,MWG1718,01/08/2021,APP WNL,RETURNED TO OWNER,01/08/2021,APP WNL,UNABLE TO SCAN,AGGOPS,JAN.2021,FY2021
A1113261,DOG,P0947126,1,OWNER SURRENDER,1,DAA1761,01/19/2021,APP WNL,TRANSFER,01/20/2021,UNDERAGE,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112767,DOG,P0544300,,OWNER SURRENDER,1,JLC,01/11/2021,APP WNL,TRANSFER,01/12/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1117237,DOG,P0804897,,FOSTER,1,NDW,05/13/2021,CRITICAL,ADOPTION,05/13/2021,APP INJ,SCAN NO CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1112739,DOG,P9991710,5,STRAY,1,CVB1710,01/08/2021,APP WNL,RETURNED TO OWNER,01/08/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113664,DOG,P0678085,,OWNER SURRENDER,1,JLC,01/27/2021,APP WNL,ADOPTION,01/29/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113242,DOG,P0947096,3,OWNER SURRENDER,1,DAA1761,01/19/2021,APP SICK,EUTHANIZED,01/19/2021,FATAL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113711,DOG,P0947879,5,OWNER SURRENDER,1,KCB8445,01/28/2021,APP SICK,TRANSFER,01/29/2021,APP SICK,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1094545,DOG,P9998451,3,STRAY,1,AMB8451,12/31/2020,APP WNL,ADOPTION,01/08/2021,APP WNL,SCAN CHIP,FIELD,DEC.2020,FY2021
A1113284,DOG,P0947162,12,STRAY,1,CMM1750,01/19/2021,APP WNL,RETURNED TO OWNER,01/19/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1119674,DOG,P0956894,3,STRAY,1,SDW,05/07/2021,APP WNL,ADOPTION,05/13/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1112704,DOG,P9991718,8,STRAY,1,MWG1718,01/07/2021,APP WNL,RETURNED TO OWNER,01/09/2021,APP WNL,SCAN CHIP,AGGOPS,JAN.2021,FY2021
A1117953,CAT,P0954119,,FOSTER,1,GDG,05/27/2021,APP WNL,ADOPTION,05/27/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1112008,DOG,P0944802,7,STRAY,1,DAB1761,12/21/2020,APP WNL,TRANSFER,01/09/2021,APP SICK,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1092510,DOG,P0946971,,OWNER SURRENDER,1,JLC,01/17/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113615,DOG,P0647542,,FOSTER,1,BBW,02/10/2021,APP WNL,ADOPTION,02/10/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1115003,DOG,P9991754,1,STRAY,1,ATB1754,02/22/2021,CRITICAL,EUTHANIZED,02/22/2021,CRITICAL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1126464,DOG,P0966127,1,STRAY,1,JTB8469,07/30/2021,APP WNL,ADOPTION,08/03/2021,APP WNL,SCAN NO CHIP,FIELD,JUL.2021,FY2021
A1112808,DOG,P0946376,13,STRAY,1,KCB8445,01/09/2021,APP WNL,RETURNED TO OWNER,01/09/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
